noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
699894af-04b0-4a7e-b580-e5d026b782f7,1,BSI Ingenieurbau GmbH,DE286427217,Berlin,12277,DE300,DEU,,,winner,,,,,,
91ae82e7-a0b5-42bd-b3fe-39eded63337a,1,LD-Event GmbH,DE305301777,Prenzlau,17291,DE40I,DEU,,,winner,,,,medium,DEU,
901b7c8c-553d-42ad-8639-cd32d884719d,1,"Schreinerei Josef Reuhl, Inh. Jörg Spieler",DE327356829,Hadamar,65589,DE723,DEU,,FALSE,winner,,,,small,DEU,
7fa83061-8c44-4039-b027-fa1202b45b67,1,STOL Großraumbestuhlungen GmbH,DE811938869,Porta Westfalica,32457,DEA46,DEU,,,winner,,,,medium,DEU,
25e9a1e7-4f79-4f7a-945a-32fa1d6da3b3,1,Probat Bau AG,DE 300 539 944,Feldkirchen-München,85622,DE218,DEU,,,winner,,,,large,DEU,
8d7692ed-e418-4bfd-9a01-d9de4201176a,1,Gebrueder Schneider Fensterfabrik GmbH & Co. KG,DE145215842,Stimpfach,74597,DE11A,DEU,,,winner,,,,large,DEU,
bd95d70f-4330-4d8b-bbc2-d9600be0a93d,1,Drees & Sommer SE,DE153533335,Berlin,10717,DE300,DEU,,,winner,,,,large,DEU,
3febb901-f52c-4185-95c4-3d236c97988f,1,M.H. Preis GmbH,DE287477241,München,80333,DE212,DEU,,,winner,,,,medium,DEU,
d8968498-f55a-4e91-b7d5-5c808e0d53d3,1,Innenausbau QSJ GmbH,DE315999688,Siegen,57078,DEA5A,DEU,,,winner,,,,small,DEU,
f0c6e5b2-c5a8-4ff1-90b3-383d8a50b503,1,Maler Stark GmbH & Co. KG,DE 240518627,Treuchtlingen,91757,DE25C,DEU,,,winner,,,,small,DEU,
283b9a80-ce25-4b5a-bfd9-d6d0ec8bd1a0,1,Crayon Deutschland GmbH,DE262904264,Unterhaching,82008,DE21H,DEU,,,winner,,,,large,DEU,
d92fac4e-d81b-49a6-971d-41ecefb39cad,1,SVED Security & Service GmbH,DE363446396,Göppingen,73033,DE114,DEU,https://www.sved-securityservice.de,,winner,,,,large,DEU,
f500c276-1e1d-498b-98a9-9a80d04885f0,1,H+H Brandschutz Service GmbH,DE306523857,Gauting,82131,DE21L,DEU,,,winner,,,,micro,DEU,
2027b268-8c8c-4378-a726-3c5ba51e5f68,1,Kusche & Frotscher,DE136691916,Berlin,13593,DE300,DEU,,,winner,,,,,,
1981126e-9bf8-4d1f-8691-453808acf826,1,MAN Truck & Bus Deutschland GmbH,DE 811125281,München,80995,DE212,DEU,,,winner,,,,large,,FALSE
d9782cf1-21a6-4f86-97f9-3b9d617c6dd4,1,Stölting GmbH Reinigung und Service,DE125014205,Gelsenkirchen,45889,DEA32,DEU,,,winner,,,,large,,FALSE
b8cb1a9b-fabc-4334-b13e-0e3c8c8b3765,1,"A. Lien, Stahl u. Metallbau, Inh. Maik Nebelung
",DE301931109,Sondershausen,99706,DEG0A,DEU,,,winner,,,,,,
e53f53d5-a1b0-4c6d-a5bb-6170c7af5b4e,1,GEOPUNKT Bohrtechnik GmbH,DE302015005,Schönaich,71101,DE112,DEU,,,winner,,,,small,,
287d5759-cef1-4009-933d-9a058595572b,1,Obermeier GmbH & Co. KG,DE127819467,Landau a.d.Isar,94405,DE22C,DEU,,,winner,,,,small,DEU,
641ebf5f-1c0d-4ee2-aad1-b0c3142ae7e3,1,ATC Security-Event-Brandschutz GmbH,DE325714980,Berlin,10627,DE300,DEU,,,winner,,,,,,
bb290762-e4a6-4e7a-93b3-8a576d7e88a6,1,SANA Trennwandbau GmbH,DE228549760,Luhe-Wildenau,92706,DE237,DEU,,,winner,,,,small,DEU,
95c0c7a8-259a-4e0e-ae24-474f7d1408f1,1,Eggerstorfer GmbH,DE154553348,Jandelsbrunn,94118,DE225,DEU,,,winner,,,,small,DEU,
56c0d606-ef10-4120-8ffd-79bbb4292d30,1,NDB Elektrotechnik GmbH & Co. KG,DE116470036,Werder/Havel,14542,DE40E,DEU,,,winner,,,,,,
7967b550-17d9-43f2-93e0-fb3c8a0bd016,1,GISA GmbH,DE 158253683,Halle,6112,DEE02,DEU,,FALSE,winner,,,,medium,,
1595354a-20a4-4aac-ada4-4f60c964bfef,1,ELMATIC GmbH,DE118632108,Hamburg,22085,DE600,DEU,,,winner,,,,large,DEU,
d6a9f269-c3dd-4610-8210-07959cf3037b,1,Gebrüder Peters Gebäudetechnik SE,DE 813429104,Ingolstadt,85055,DE211,DEU,,,winner,,,,large,DEU,
b56f8c31-0f4a-4fc3-97ab-1129712169fe,1,TECTUS Flachdachabdichtungen GmbH,DE1259476455,München,80935,DE212,DEU,,,winner,,,,medium,DEU,FALSE
8e4efbb5-5a60-411f-91e0-d55503a31e4c,1,Gebrüder Wöhrl Grundbau GmbH,DE128582722,Schrobenhausen,86529,DE21I,DEU,,,winner,,,,medium,DEU,
9973535f-d97f-4c55-870d-828391c8edbe,1,Farben Hölzel Maler GmbH,DE281709140,Werdau,8412,DED45,DEU,,,winner,,,,micro,DEU,
4305dc47-3340-4322-9cb1-037360f912cf,1,Baierl & Demmelhuber Hoch- und Ausbau GmbH,DE245333291,Töging am Inn,84513,DE214,DEU,,,winner,,,,medium,DEU,
d2b7a62f-caee-4002-a0c3-7ecbb859c5e7,1,ISS Engineering GmbH,DE256823055,Berlin,10557,DE300,DEU,,,winner,,,,small,DEU,
515a8a0b-a477-4f5d-8a90-2a5de5a6c1fe,1,Rheinmetall Electronics GmbH,DE811127845,Bremen,28309,DE501,DEU,,,winner,,,,large,,
86ef1298-f1b8-4a4d-9c29-5501b6b05f72,1,Hirsch GmbH,DE129374626,München,81379,DE212,DEU,,,winner,,,,small,DEU,
eee9ee73-0175-4263-be26-ef8007807bd0,1,ASS-Einrichtungssysteme GmbH,DE218715721,Stockheim,96342,DE24A,DEU,,,winner,,,,large,DEU,
623acb0d-3ef5-48bb-b00b-f131dce2d751,1,Stahlwasserbau Beeskow GmbH,DE 16 111 5300,Beeskow,15848,DE40C,DEU,,,winner,,,,medium,DEU,
623acb0d-3ef5-48bb-b00b-f131dce2d751,1,HST Systemtechnik GmbH & Co. KG,DE265537270,Meschede,59872,DEA57,DEU,,,winner,,,,medium,DEU,
ba796469-239d-4dd9-9702-bcaa68a6f6bd,1,Land & Bau Kommunalgeräte GmbH,DE 813 503 446,Rendsburg,24768,DEF0B,DEU,,,winner,,,,small,DEU,
fa066da0-2a90-40b4-bb81-fea702b22e9b,1,Groth & Co. Bauunternehmen GmbH,DE815621812,Pinneberg,25421,DEF09,DEU,,,winner,,,,,,
65903274-17c0-478d-9af5-44bd3eaf97a8,1,Umweltzentrum Hannover e.V.,DE172204497,Hannover,30159,DE929,DEU,,,winner,,,,medium,DEU,
fddfd064-90af-4816-966a-475ab40f9a51,1,ENDRESS Elektrogerätebau GmbH,DE146477419,Bempflingen,72658,DE113,DEU,,,winner,,,,medium,DEU,
af79145f-6b9d-4429-b5de-86ddda0428a9,1,R+S solutions GmbH,DE253231861,Radebeul,1445,DED2E,DEU,,,winner,,,,large,DEU,
567776ac-4feb-4d38-b0a7-cfbe978c6814,1,Dipl.-Ing. Emil Hönninger GmbH & Co.,DE195861200,Kirchseeon,85614,DE218,DEU,,,winner,,,,medium,DEU,
03a172d8-7e9d-4945-a8a1-b0c7e28a28ed,1,Agrar-Struller Mietservice,DE311751589,Thalmässing,91177,DE25B,DEU,,,winner,,,,medium,DEU,
0cdddd23-27d7-4041-97b1-6bbb89c59779,1,Stuck-Lowe GmbH,DE284040818,Großpösna,4463,DED52,DEU,,,winner,,,,small,,
db89dd94-603c-4525-8470-7bc7decd12d4,1,stadtraum GmbH,DE 137 187 842,Berlin,10245,DE300,DEU,,,winner,,,,small,DEU,
67b43afa-31d0-4054-b5ab-6e7b41c54e0d,1,BRAUN Lighting Solutions e.K.,DE209943842,Berlin,12277,DE300,DEU,,,winner,,,,medium,DEU,
b1c73ac4-bc8a-4b03-88ac-b182932b7d0b,1,Butz Aufzüge GmbH,DE270810049,Bergkirchen,85232,DE217,DEU,,,winner,,,,medium,DEU,
f5294005-d5bf-41cc-b104-cf419b327866,1,Toni Maurer GmbH & Co. KG,DE129205077,Türkheim,86842,DE27C,DEU,,,winner,,,,medium,DEU,
70961796-abb2-4031-9cf4-129938019d78,1,Raum + Ausstattung Schenk-GmbH,DE354068357,Augsburg,86165,DE271,DEU,,,winner,,,,small,DEU,
172bb1d4-9127-457c-b944-acffd63e2712,1,FHV Homann GmbH,DE 292028774,Brakel,33034,DEA44,DEU,,,winner,,,,small,DEU,
82e4c84c-886c-4c98-8674-7abe66059c2b,1,Thorandt Metallbau GmbH & Co. KG,DE306780582,Dresden,1328,DED21,DEU,,,winner,,,,small,,
37172d3c-4155-4c49-96f3-34cfb3f01fff,1,Graf Holzbau,DE204795874,Salzweg,94121,DE228,DEU,,,winner,,,,medium,DEU,
797070f2-cc1d-4ecd-963d-b618a363b829,1,MAX STREICHER GmbH & Co. KG aA,DE813269370,Deggendorf,94469,DE224,DEU,,,winner,,,,large,DEU,
a810ae45-a98a-4d0c-930b-03d47732c946,1,"Jebsen & Jessen Industrial Solutions GmbH
Rödingsmarkt 16
20459 Hamburg",VAT Reg. No. DE 259992376; Tax No. 27/120/05214,Hamburg,20459,DE600,DEU,,,winner,,,,medium,,
0646a926-e333-4656-8899-d86e35c7307b,1,Plastimat GmbH,DE138704740,Oranienburg,16515,DE40A,DEU,,,winner,,,,small,DEU,
d6fc05aa-79a3-4254-8273-f06fa4cce966,1,C.B. König Feuerschutz GmbH,DE134782421,Borstel-Hohenraden,25494,DEF09,DEU,,FALSE,winner,,,,small,,FALSE
4050dd8e-5ea0-42d0-836c-6118ec05d219,1,Artur Stoll GmbH,DE126957233,Steinhagen,33803,DEA42,DEU,,FALSE,winner,,,,medium,DEU,FALSE
629428dd-721a-40f8-83bf-50b80d8b6d6e,1,Tischlerei Karl-Heinz Höche  Inh. Martin Kuhnert  e.K.,DE292426523,Melbeck,21406,DE935,DEU,,,winner,,,,small,DEU,
82bfbf10-57de-41a1-98b3-55af4f5d0296,1,Mayr Ludescher Partner Beratende Ingenieure Part GmbB in Arge mit asp Architekten GmbH,DE305761437,München,80796,DE212,DEU,https://www.mayr-ludescher.com/,,winner,,,,small,,
82bfbf10-57de-41a1-98b3-55af4f5d0296,1,Bergmeister Ingenieure GmbH,DE293308061,München,81549,DE212,DEU,https://www.bergmeister.eu,,winner,,,,small,,
d699f39e-8142-4f0f-a2d8-afb5447054ff,1,WipflerPLAN Planungsgesellschaft mbH,DE179110258,Pfaffenhofen a.d. Ilm,85276,DE21J,DEU,,,winner,,,,medium,DEU,
f5e59e1e-590b-415a-8aa5-f3a01a921ab5,1,Bummer Hof Planungs-GmbH,DE 246 550 012,Bad Kötzting,93444,DE235,DEU,https://team-bhp.de,,winner,,,,small,,
7a383dc2-0105-439f-aee3-89585cc289c1,1,baum + kappler Architekten GmbH,DE258422513,Nürnberg,90403,DE254,DEU,,,winner,,,,medium,,
e5a3071a-ccf3-4651-a5d9-206815be180c,1,"Strabag AG                                           
Direktion Niedersachsen/Sachsen-Anhalt",UStID.DE137223649,Mertendorf OT Görschen,6618,DEE08,DEU,www.strabag.de,,winner,,,,large,,
fec7617f-d6f9-470e-8f04-a2300eb325be,1,Heinle Energie & Automationstechnik GmbH,DE241461063,Nördlingen,86720,DE27D,DEU,,,winner,,,,small,DEU,
7b5c894d-b0a6-46eb-8d9e-e759f74ae8a9,1,Theis Consult GmbH,DE255535825,Aachen,52066,DEA2D,DEU,,,winner,,,,small,DEU,
9740467a-4f22-4436-bdf6-3728d3f33913,1,"B&V Hoch-, Kabel- und Tiefbau GmbH",UStID.DE150092505,Apolda,99510,DEG0G,DEU,www.bv-apolda.de,,winner,,,,medium,,
2dc1f5ea-73a5-443b-b7bf-63525cc0b023,1,Carl Rainer Baugesellschaft mbH,DE 131 553 939,Trostberg,83308,DE21M,DEU,,,winner,,,,,,
d223f971-8777-4ce1-b3da-fee8a987229f,1,Rieker Planungsgesellschaft mbH,DE 325855258,Nürnberg,90449,DE254,DEU,,,winner,,,,medium,,
d9b1b33e-49c1-402a-9c96-3ca8620210fb,1,Pfaller Ingenieure GmbH &  Co. KG,DE256577296,Nürnberg,90408,DE254,DEU,,,winner,,,,medium,,
2c1456cc-f35a-4414-a259-ab430e518776,1,Ingenieurbüro Wißmeier GmbH,DE 239180551,Heroldsberg,90562,DE257,DEU,https://ww.ibw75.de,,winner,,,,small,,
a4550e50-a947-4477-931c-ddab6b33b38d,1,Fritsch Knodt Klug +,DE201337062,Nürnberg,90403,DE254,DEU,https://www.fritsch-knodt-klug.de,,winner,,,,small,,
f9d586de-390c-49e6-a33c-e0267e6908be,1,MATTHÄI Bauunternehmen GmbH & Co. KG,DE290842366,Westerstede,26655,DE946,DEU,,,winner,,,,medium,,
7202a191-260b-4021-b942-d1c5446260e2,1,IB Trieb GmbH & Co. KG,DE35 29 45 289,Mühldorf am Inn,84453,DE21G,DEU,,,winner,,,,micro,,
835645dc-c373-4a2a-97d5-15ba25c8794f,1,CBRE GmbH,DE114205595,Stuttgart,70173,DE111,DEU,,,winner,,,,medium,,
7f63d766-3cef-4030-8dc1-43bb5728c05d,1,knippershelbig GmbH,DE259348879,Stuttgart,70178,DE111,DEU,,,winner,,,,medium,,
d0cb827c-16b1-4c56-8e73-78da92bff4a1,1,BUERO BB Scheffler Bickel Bertsch Architektenpartnerschaft mbB,DE350154841,Stuttgart,70178,DE111,DEU,,,winner,,,,small,,
9b142369-f041-4109-be42-17c03ecf191e,1,dreigegeneinen architektur - urbane strategien – gestaltung,DE271787070,Berlin,12043,DE300,DEU,,,winner,,,,small,,
9b142369-f041-4109-be42-17c03ecf191e,1,Schuler und Winz Landschaftsarchitekten PartGmbB,DE321946119,Stuttgart,70188,DE111,DEU,,,winner,,,,small,,
93e7b318-6abd-4d70-a2e9-ed0740be7e13,1,MAN Truck & Bus Deutschland GmbH,USt.ID-Nr. DE811125407,Neu-Ulm,89231,DE279,DEU,,,winner,,,,large,,
7c710861-b022-41a3-9bdb-73abde8dafe8,1,FBS GmbH,DE325609310,Merzig,66663,Dec02,DEU,,,winner,,,,small,TUR,
fcfafd18-0332-455b-9ebd-df38a1861181,1,Großküchentechnik Bergisch-Land GmbH,DE296608713,Essen,45219,DEA13,DEU,,,winner,,,,micro,DEU,
e2811d32-2aad-4551-9ff7-6a9b91774cdb,1,Sonepar Deutschland / Region Nord-Ost GmbH,DE811251715,Glinde,21509,DEF0F,DEU,,,winner,,,,small,DEU,
d94a72a1-7a75-4a20-a6df-530e33fe6bc0,1,Schmidmeier NaturEnergie GmbH,UStID.DE263418361,Zeitlarn,93197,DE238,DEU,www.schmidmeier.com,,winner,,,,medium,,
4aea6962-882c-4f88-a471-5a8c30103f47,1,Bickhardt Bau SE,DE 156 240 879,Kirchheim,36275,DE733,DEU,,,winner,,,,small,DEU,
c46ba75a-a82b-4def-a505-fb869627f841,1,Zimmerei Sieveke GmbH,DE181294283,Lohne,49393,DE94F,DEU,,,winner,,,,small,DEU,
24fab9f4-07fd-4181-8e9e-2da15cef3ba2,1,Schaal GmbH Haustechnik,DE 136773815,Berlin,12359,DE300,DEU,,,winner,,,,small,DEU,
153d5aaa-ad74-4daa-b597-4bf0d1d2ad22,1,Lautertal-Hasert GmbH,DE205332298,Lauterbach,99826,DE725,DEU,,,winner,,,,small,DEU,
82a93914-554d-41ca-a130-296f90d89f10,1,Bosch Sicherheitssysteme GmbH,DE813474672,Grasbrunn,85630,DE21H,DEU,,,winner,,,,medium,DEU,
0662d6ed-6b3e-4e58-aa3b-3377ffdc9199,1,JB CarConcept Wolfsburg GmbH,UStID. DE451526232,Wolfsburg,38446,DE913,DEU,,,winner,,,,small,,
0662d6ed-6b3e-4e58-aa3b-3377ffdc9199,1,EMobG Services Germany GmbH,Umsatzsteuer-Identifikationsnummer: DE 815728335,Hamburg,20537,DE600,DEU,,,winner,,,,large,,
1a1531c0-d03c-44be-b21d-46caa6a72af5,1,Wolfgang Bauer Ingenieurbau GmbH - NL Berlin -,DE 137205462,Berlin,13403,DE300,DEU,,,winner,,,,medium,DEU,
30f8f1c4-afb7-4999-af79-ab550c88e982,1,KONE GmbH,DE114107702,Hannover,30179,DE929,DEU,,,winner,,,,medium,DEU,
ce005cd4-c044-44d4-a9f6-525737400b92,1,Enatec Hannover GmbH,DE26 4816 197,Nienhagen,29336,DE931,DEU,,,winner,,,,medium,DEU,
3d532069-20c2-4494-97d7-f86e2534cbb7,1,Arcadis Germany GmbH,DE224434451,Berlin,10829,DE300,DEU,,,winner,,,,large,DEU,
a2e90bf2-8e32-4ffe-8b16-f5973bac7919,1,Scania-Vertrieb-und-Service-GmbH,DE812180098,Oberschleißheim,85764,DE21H,DEU,,,winner,,,,large,DEU,
2f7795a4-645a-4778-a32e-da18b05c4175,1,Contura Malereibetrieb & Fußbodentechnik GmbH,DE201033964,Berlin,13469,DE300,DEU,,,winner,,,,medium,DEU,
9bdd543f-41c8-464b-9e84-849f074778be,1,Blattwerker GmbH,DE322334661,Kassel,34131,DE731,DEU,,,winner,,,,small,DEU,
9bdd543f-41c8-464b-9e84-849f074778be,1,Baumpflege Oberweser,DE125467657,Beverungen,37688,DEA44,DEU,,,winner,,,,small,DEU,
17b3fb86-dd3b-4033-a5d9-9f78f81a72eb,1,Baumbua Baumpflege,DE238030365,München,81541,DE212,DEU,,,winner,,,,medium,DEU,
f0e2dcba-ba59-4009-ab87-24c228650eff,1,Hewlett-Packard GmbH,DE 812 085 372,Böblingen,71034,DE112,DEU,,,winner,,,,medium,DEU,
03732b61-0253-40dd-b622-aba3e566b9db,1,Spiekermann GmbH Consulting Engineers,DE 13 07 43 412,Berlin,13089,DE300,DEU,,,winner,,,,,,
1d533973-6e54-4ef7-bd56-ec14b02e4234,1,JobRad GmbH,DE262965418,Freiburg,79100,DE131,DEU,,,winner,,,,large,DEU,
13868074-d5a6-424a-84ff-cefef4d01654,1,Spiel-Bau GmbH,DE812143832,Brandenburg,14776,DE401,DEU,,,winner,,,,small,DEU,
41295d40-9e30-4371-aa98-6c7603b2f699,1,"TOI TOI & DIXI Sanitärsysteme GmbH
",DE205465422,Emmering,82275,DE21C,DEU,,,winner,,,,large,,
096c73df-8700-453e-b087-d998d68fb547,1,Eder Sonnenschutz GmbH,DE295440362,Kirchen,57548,DEB13,DEU,,,winner,,,,small,,
d6070661-84de-435a-b022-bd5d06aafd6d,1,schwartzbau GmbH,DE 299168236,Aschau am Inn,84544,DE21G,DEU,,,winner,,,,medium,DEU,
c2ffc212-f4b7-4c84-96f3-be1f60837cf5,1,Weber Heizung - Sanitär,DE233821385,Giengen,89537,DE11C,DEU,,,winner,,,,micro,DEU,
11f287f0-5c96-4cef-b2b9-6a84d455f4b1,1,Weipert GmbH,DE219396749,Stadtlauringen ,97488,DE26B,DEU,,,winner,,,,small,,
75258197-a4dc-4837-b5a1-a624e527ded9,1,Gstöttl Brandschutz GmbH,DE130903718,Fürstenzell,94081,DE228,DEU,,,winner,,,,small,DEU,
5e0ac207-6a3f-42e7-8524-d12d7d8d469b,1,Fuhrbetrieb Günter Dirnhofer GmbH,DE222182323,Reit im Winkl,83242,DE21M,DEU,,,winner,,,,small,DEU,
6929fd08-0b8b-412a-80d6-c258be16eb39,1,DT Estrich UG,DE 341 032749,Marktoberdorf,87616,DE27B,DEU,,,winner,,,,medium,DEU,
96dccae0-25ff-4f9c-b9c2-0a8dbb422cd0,1,SCHAAR Landschaftsarchitekten München GmbH,UStID: DE310158349,München,81669,DE212,DEU,,,winner,,,,small,,FALSE
529bc45a-d4a8-4161-9249-f1ce316cdd3b,1,Richard Maltan,DE166991903,Ramsau,83486,DE215,DEU,,,winner,,,,small,DEU,
71b73fa9-e06f-4914-a3be-516ac572f8e8,1,TK-Aufzüge-GmbH,DE266995234,Kassel,34131,DE731,DEU,,,winner,,,,small,DEU,
a0e4490b-3be7-44ca-94dd-a2400b0a4d23,1,NEW STANDARD.STUDIO GmbH,DE360634904,Berlin,12049,DE300,DEU,,,winner,,,,small,DEU,
1eb8e213-1fec-43db-94d8-989634602575,1,OBERMEYER Infrastruktur GmbH & Co. KG,DE330928290,München,80686,DE212,DEU,,,winner,,,,medium,DEU,
6ea50271-d50a-45fd-836d-d5fa7441cf2d,1,Strabag AG,DE 137223649,Dresden,1189,DED21,DEU,,,winner,,,,large,DEU,
4c3e48a1-c919-4798-9d06-87c007204c84,1,Langen Versorgungstechnik GmbH,DE234364219,Wesseling,50389,DEA27,DEU,,,winner,,,,small,DEU,
b92d613e-ad8a-4507-8ee9-ad8cfd264266,1,CHEFS CULINAR Nord GmbH & Co. KG,DE814142293,Kiel,24145,DEF02,DEU,,,winner,,,,large,DEU,
4ee34e8f-4f91-4024-a939-d152ddd349ee,1,Wayss & Freytag Ingenieurbau AG Bereich Süd,DE207039277,München,81379,DE212,DEU,,,winner,,,,medium,DEU,
15623cc6-d9cd-4cf1-b2a1-9814d26ca3f9,1,Josef Jörg GmbH,DE293996885,Immenstadt,87509,DE27E,DEU,,FALSE,winner,,,,small,DEU,
15623cc6-d9cd-4cf1-b2a1-9814d26ca3f9,1,Cubus Gartenbau GmbH & Co. KG,DE300326387,Immenstadt,87509,DE27E,DEU,,FALSE,winner,,,,small,DEU,FALSE
e01ac853-86fa-4fe3-8d4e-562106835e2b,1,Heinz Kecht GmbH,DE811836208,Siegsdorf,83313,DE21M,DEU,,,winner,,,,small,DEU,
d718ec56-64be-4b73-a153-aa934f9a45f0,1,Rytec GmbH,USt.-ID-Nr.: DE320131062,Baden-Baden,76532,DE121,DEU,,,winner,,,,small,,
f14f5595-47c9-4e2b-895d-980b73ca25d1,1,Logo verde  Stadtplaner und Landschaftsarchitekten GmbH,DE166755056,Landshut,84028,DE221,DEU,,,winner,,,,small,DEU,
2345914e-b485-4c99-897f-7ac7881e0dc5,1,Rohrdorfer Transportbeton Oberland GmbH&Co.KG,DE181237632,Garmisch-Partenkirchen,82467,DE21D,DEU,,,winner,,,,small,DEU,
8682dc09-fa72-4125-a4c0-9ed9e626bce6,1,Hecker Reisen GmbH & Co.KG,DE213077493,Liebenau,34396,DE734,DEU,,,winner,,,,small,DEU,
8682dc09-fa72-4125-a4c0-9ed9e626bce6,1,Reisedienst Bonte GmbH & Co. KG,DE280922959,Schwalmstadt,34613,DE735,DEU,,,winner,,,,micro,DEU,
80ef9bfc-d0f8-4cf0-93ce-f29493bda100,1,Elevion Energy Solutions GmbH,DE247433545,Berlin,10829,DE300,DEU,,FALSE,winner,,,,small,DEU,FALSE
aec0c45d-9017-424e-bd83-1147f8940c31,1,HC Hagemann GmbH  u. Co. KG,DE118562509,Hamburg,21079,DE600,DEU,,FALSE,winner,,,,medium,,FALSE
526f3b8a-8391-4d48-bd64-588706ac669c,1,Renk Busservice GmbH,USt.-ID-Nummer: DE191735233,Eimeldingen,79591,DE139,DEU,,,winner,,,,medium,,
2d9b151f-bc8e-4b28-bbc0-a63fe02ef1ea,1,Elektro Herz Haustechnik GmbH,DE813740192,Bad Mergentheim,97980,DE11B,DEU,,,winner,,,,medium,DEU,
8d6f7f51-7d95-4329-96f5-3742d08e08be,1,Klinikdienste Textilservice GmbH,DE813362155,Blaichach,87544,DE27E,DEU,,,winner,,,,small,,FALSE
d78cd656-7434-4d5e-985b-35111043fe34,1,Hofmockel Automatisierungs- und Prozesstechnik GmbH,DE370032942,Rohr,91189,DE25B,DEU,,,winner,,,,small,DEU,
a70f32bc-b41c-4896-ae4f-29f0539ed128,1,Klein Kommuniktionstechnik GmbH,DE815465832,Altdorf,84032,DE227,DEU,,,winner,,,,medium,DEU,
a70f32bc-b41c-4896-ae4f-29f0539ed128,1,Mercedes-Benz AG,DE321281763,Berlin,10243,DE300,DEU,,,winner,,,,medium,DEU,
7adfdba1-f9df-4ee0-b465-71a5cfd81a36,1,Ziegler Textil GmbH,DE812176131,Lautenbach,77794,DE134,DEU,,,winner,,,,medium,DEU,
7adfdba1-f9df-4ee0-b465-71a5cfd81a36,1,Wattana GmbH,DE 141169856,Hohenstein-Erntstthal,9337,DED45,DEU,,,winner,,,,small,DEU,
80837687-f45d-44ed-880c-b99036b7b82f,1,WISAG Facility Management Berlin GmbH & Co. KG,DE211874012,Berlin,10365,DE300,DEU,,,winner,,,,large,DEU,
fc0710f9-cb8f-4c3b-a278-13c492b6d750,1,TOPTICA Photonics AG,DE 192 12 43 78,Gräfelfing,82166,DE21H,DEU,https://www.toptica.com/,,winner,,,,large,,TRUE
d32aacfc-8cb1-487c-845a-ab8e36ab69aa,1,PTV Transport Consult GmbH,DE 286 474 346,Karlsruhe,76131,DE122,DEU,,,winner,,,,small,,
d32aacfc-8cb1-487c-845a-ab8e36ab69aa,1,VTT Planungsbüro GmbH,DE358145335,Hamburg,22765,DE600,DEU,,,winner,,,,small,,
dc2815be-c41a-4c69-9c55-bfb338adeb7e,1,Handschuh GmbH,DE 812623956,Schweinfurt,97424,DE262,DEU,,,winner,,,,small,DEU,
c9140e8d-6f54-4a70-81de-4d2922c443c2,1,Gros + Zimmermann GmbH,DE813769660,Siegen,57074,DEA5A,DEU,,,winner,,,,medium,DEU,
07f8c4ba-e2de-40f8-84bd-615d2962e47e,1,REA GmbH,DE191018983,Drebkau,3116,DE40G,DEU,,,winner,,,,medium,DEU,
edf9c02b-4878-4b93-b448-697bc7c1804a,1,Fritz Schwab Schreinerei GmbH,DE451 507 858,Hafenlohr,97840,DE26A,DEU,,,winner,,,,small,,
1f929c60-8c17-4103-8bbf-0c532ebb6277,1,RASK Brandenburg GmbH,DE176766282,Hoppegarten,15366,DE409,DEU,,,winner,,,,medium,DEU,
bc60b693-a05f-4f17-a1a5-ec2a6af9aa5a,1,Messner Technik GmbH ,DE282845657,Kunreuth,91358,DE248,DEU,,,winner,,,,small,,
d04e011d-2359-4115-a338-8b945ef708ba,1,Paul Becker GmbH,DE 811666890,Denzlingen,79211,DE133,DEU,,,winner,,,,medium,DEU,
2b102d46-0b91-46b4-a812-fab96b942b36,1,Pütting Sonderfahrzeuge GmbH,DE 331 785 388,Hamminkeln,46499,DEA1F,DEU,,,winner,,,,small,DEU,
79999ac4-2920-4d2a-9277-a815e5ef283e,1,MUP Bürohandels GmbH,DE112403226,Fulda,36039,DE732,DEU,,,winner,,,,small,DEU,
79999ac4-2920-4d2a-9277-a815e5ef283e,1,Ribbex GmbH,DE123500435,Wesseling,50389,DEA27,DEU,,,winner,,,,small,DEU,
fe3c0d93-1e3d-44c2-9925-ceab3be98ca5,1,LaWeGa GmbH,DE 270 556 969,Gachenbach-Weilach,86565,DE21I,DEU,,,winner,,,,medium,DEU,
b0d724dc-9cb6-4878-bb70-916084ce6144,1,GS Schenk Tiefbau GmbH,DE283352902,Fürth,90768,DE253,DEU,,,winner,,,,large,DEU,
e3cb7bb0-fdfb-4460-a93c-c47c68020182,1,Hauenstein-Estriche,DE338829305,Hummeltal,95503,DE246,DEU,,,winner,,,,small,DEU,
61cef4e3-5c2e-4b99-993d-4567bee4d8cc,1,Graner Ingenieure GmbH,DE241050105,Leipzig,4105,DED51,DEU,,,winner,,,,medium,DEU,
a10b0639-bf2f-4997-866d-73e368f3b47e,1,Aqua Bohr und Brunnenbaugesellschaft mbH,DE273368039,Bindlach,95463,DE246,DEU,,,winner,,,,small,DEU,
